"","IndivID","Species","CommonName","FL_cm","TL_cm","Weight_g","Sex","Date","FishingType","d13C","d15N","d34S","d34S_SD","WT.S","WT.S_SD","CN","Notes","Week","Rack","FunctionalGroup","samples","spp_biomass","group_biomass","prop_in_group","TL_cm_mean","K","AspectRatio","Loo","Winfinity","PB","QB"
"16","AS2-2-1-S","Anchoa mitchilli","Anchovy",6.8,7.4,2.94,NA,"7/26/23","Seine",-19.39,14.2,NA,NA,NA,NA,3.3,NA,2,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"17","AS2-2-2-S","Anchoa mitchilli","Anchovy",1.9,2.1,0.07,NA,"7/26/23","Seine",-18.42,14.79,NA,NA,NA,NA,3.3,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"18","AS2-5-1-S","Anchoa mitchilli","Anchovy",3.2,3.4,0.2,NA,"8/17/23","Seine",-17.81,14.94,NA,NA,NA,NA,3.2370279,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"19","AS3-12-1-S","Anchoa mitchilli","Anchovy",3.3,3.7,0.24,NA,"10/4/23","Seine",-16.32,16.39,NA,NA,NA,NA,3.4,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"20","AS3-12-3-S","Anchoa mitchilli","Anchovy",4.7,5.2,0.82,NA,"10/4/23","Seine",-17.26,15.83,NA,NA,NA,NA,3.3,NA,12,3,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"21","AS3-12-4-S","Anchoa mitchilli","Anchovy",3.1,3.2,0.18,NA,"10/4/23","Seine",-16.63,14.82,NA,NA,NA,NA,3.3,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"22","AS3-2-1-S","Anchoa mitchilli","Anchovy",7.4,8,4.08,NA,"7/26/23","Seine",-19.22,14.01,NA,NA,NA,NA,3.3,NA,2,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"23","AS3-2-2-S","Anchoa mitchilli","Anchovy",2.1,2.3,0.09,NA,"7/26/23","Seine",-18.09,14.35,NA,NA,NA,NA,3.4,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"24","AS3-5-1-S","Anchoa mitchilli","Anchovy",2.8,3,0.13,NA,"8/17/23","Seine",-18.34,14.67,NA,NA,NA,NA,3.2518896,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"25","AS4-12-1-S","Anchoa mitchilli","Anchovy",3.8,4.2,0.41,NA,"10/4/23","Seine",-17.24,15.81,NA,NA,NA,NA,3.4,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"26","AS4-12-4-S","Anchoa mitchilli","Anchovy",3,3.3,0.16,NA,"10/4/23","Seine",-16.77,15.05,NA,NA,NA,NA,3.5,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"27","AS4-2-1-S","Anchoa mitchilli","Anchovy",7,7.6,3.33,NA,"7/26/23","Seine",-18.99,13.7,NA,NA,NA,NA,3.3,NA,2,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"28","AS4-2-2-S","Anchoa mitchilli","Anchovy",2.6,2.8,0.09,NA,"7/26/23","Seine",-18.04,14.82,NA,NA,NA,NA,3.4,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"29","AS4-5-1-S","Anchoa mitchilli","Anchovy",3.5,3.8,0.29,NA,"8/17/23","Seine",-18.15,15.21,NA,NA,NA,NA,3.29492441,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"30","AS5-12-1-S","Anchoa mitchilli","Anchovy",3.3,3.6,0.28,NA,"10/4/23","Seine",-17.58,15.65,NA,NA,NA,NA,3.3,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"31","AS5-12-4-S","Anchoa mitchilli","Anchovy",3.2,3.5,0.21,NA,"10/4/23","Seine",-17.57,15.71,NA,NA,NA,NA,3.4,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"32","AS5-2-2-S","Anchoa mitchilli","Anchovy",2.1,2.4,0.06,NA,"7/26/23","Seine",-19.57,14.31,NA,NA,NA,NA,3.3,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"33","AS5-5-1-S","Anchoa mitchilli","Anchovy",3.1,3.2,0.18,NA,"8/17/23","Seine",-17.8,15.03,NA,NA,NA,NA,3.23505381,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"34","AS6-12-1-S","Anchoa mitchilli","Anchovy",3.9,4.3,0.44,NA,"10/4/23","Seine",-22.17,15.34,NA,NA,NA,NA,3.4,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"35","AS6-12-4-S","Anchoa mitchilli","Anchovy",2.8,3,0.16,NA,"10/4/23","Seine",-16.13,15.93,NA,NA,NA,NA,3.4,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"36","AS6-2-2-S","Anchoa mitchilli","Anchovy",2.4,2.7,0.07,NA,"7/26/23","Seine",-18.33,14.74,NA,NA,NA,NA,3.3,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"37","AS6-5-1-S","Anchoa mitchilli","Anchovy",2.8,3,0.11,NA,"8/17/23","Seine",-19.82,13.4,NA,NA,NA,NA,3.37815361,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"38","AS7-12-1-S","Anchoa mitchilli","Anchovy",3,3.2,0.21,NA,"10/4/23","Seine",-17.34,15.81,NA,NA,NA,NA,3.5,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"39","AS7-12-4-S","Anchoa mitchilli","Anchovy",NA,3.1,0.22,NA,"10/4/23","Seine",-17.07,15,NA,NA,NA,NA,3.4,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"40","AS7-2-2-S","Anchoa mitchilli","Anchovy",2.4,2.6,0.08,NA,"7/26/23","Seine",-18.62,14.63,NA,NA,NA,NA,3.4,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"41","AS7-5-1-S","Anchoa mitchilli","Anchovy",2.9,3.1,0.13,NA,"8/17/23","Seine",-19.17,13.51,NA,NA,NA,NA,3.38919844,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"42","AS8-12-1-S","Anchoa mitchilli","Anchovy",3.7,4,0.29,NA,"10/4/23","Seine",-16.47,15.99,NA,NA,NA,NA,3.4,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"43","AS8-12-4-S","Anchoa mitchilli","Anchovy",NA,2.9,0.19,NA,"10/4/23","Seine",-16.53,16.09,NA,NA,NA,NA,3.5,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"44","AS8-2-2-S","Anchoa mitchilli","Anchovy",2.3,2.5,0.04,NA,"7/26/23","Seine",-18.35,14.76,NA,NA,NA,NA,3.4,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"45","AS8-5-1-S","Anchoa mitchilli","Anchovy",2.8,3,0.11,NA,"8/17/23","Seine",-18.4,14.8,NA,NA,NA,NA,3.27142021,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"46","AS9-12-1-S","Anchoa mitchilli","Anchovy",4.1,4.4,0.47,NA,"10/4/23","Seine",-17.24,15.67,NA,NA,NA,NA,3.4,NA,12,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"47","AS9-12-4-S","Anchoa mitchilli","Anchovy",3.2,3.4,0.18,NA,"10/4/23","Seine",-17.15,15.89,NA,NA,NA,NA,3.4,NA,12,4,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"48","AS9-2-2-S","Anchoa mitchilli","Anchovy",2.5,2.7,0.08,NA,"7/26/23","Seine",-18.64,14.81,NA,NA,NA,NA,3.4,NA,2,2,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"49","AS9-5-1-S","Anchoa mitchilli","Anchovy",2.9,3.1,0.17,NA,"8/17/23","Seine",-18.14,15.14,NA,NA,NA,NA,3.36682669,NA,5,1,"PelagicFish",72,808,2827,0.285815351963212,4.14583333333333,0.5,3.39229011535645,9.94,10.13782,0.920927152317881,12.4326442146658
"50","BC1-12-4-S","Bairdiella chrysoura","Silver Perch",NA,7.5,5.94,NA,"10/4/23","Seine",-15.61,13.48,NA,NA,NA,NA,3.3,NA,12,4,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"51","BC1-2-1-S","Bairdiella chrysoura","Silver Perch",NA,2,0.07,NA,"7/26/23","Seine",-17.66,14.31,NA,NA,NA,NA,3.3,NA,2,1,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"52","BC1-2-2-S","Bairdiella chrysoura","Silver Perch",NA,2.1,0.11,NA,"7/26/23","Seine",-17.73,14.5,NA,NA,NA,NA,3.3,NA,2,2,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"53","BC1-5-3-S","Bairdiella chrysoura","Silver Perch",NA,5.4,1.57,NA,"8/17/23","Seine",-17.2,13.77,NA,NA,NA,NA,3.24871659,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"54","BC1-5-4-S","Bairdiella chrysoura","Silver Perch",NA,5.4,1.59,NA,"8/17/23","Seine",-17.01,14.17,NA,NA,NA,NA,3.25093324,NA,5,4,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"55","BC10-5-3-S","Bairdiella chrysoura","Silver Perch",NA,8.2,6.16,NA,"8/17/23","Seine",-16.03,14.81,NA,NA,NA,NA,3.20645258,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"56","BC2-2-1-S","Bairdiella chrysoura","Silver Perch",NA,2.3,0.13,NA,"7/26/23","Seine",-18.31,14.27,NA,NA,NA,NA,3.5,NA,2,1,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"57","BC2-2-2-S","Bairdiella chrysoura","Silver Perch",NA,2.9,0.26,NA,"7/26/23","Seine",-17.47,13.8,NA,NA,NA,NA,3.3,NA,2,2,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"58","BC2-5-3-S","Bairdiella chrysoura","Silver Perch",NA,5.3,2.39,NA,"8/17/23","Seine",-16.66,14.41,NA,NA,NA,NA,3.24348947,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"59","BC2-5-4-S","Bairdiella chrysoura","Silver Perch",NA,2.7,0.14,NA,"8/17/23","Seine",-16.95,13.81,NA,NA,NA,NA,3.3105533,NA,5,4,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"60","BC3-2-2-S","Bairdiella chrysoura","Silver Perch",NA,2.7,0.24,NA,"7/26/23","Seine",-17.65,14.47,NA,NA,NA,NA,3.4,NA,2,2,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"61","BC3-5-3-S","Bairdiella chrysoura","Silver Perch",NA,5.8,2.15,NA,"8/17/23","Seine",-15.13,14.29,NA,NA,NA,NA,3.24892686,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"62","BC3-5-4-S","Bairdiella chrysoura","Silver Perch",NA,5.6,2.58,NA,"8/17/23","Seine",-17.68,14.57,NA,NA,NA,NA,3.4864594,NA,5,4,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"63","BC4-2-2-S","Bairdiella chrysoura","Silver Perch",NA,3.1,0.32,NA,"7/26/23","Seine",-17.58,13.98,NA,NA,NA,NA,3.4,NA,2,2,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"64","BC4-5-3-S","Bairdiella chrysoura","Silver Perch",NA,6.2,2.73,NA,"8/17/23","Seine",-17.15,13.82,NA,NA,NA,NA,3.21824671,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"65","BC5-5-3-S","Bairdiella chrysoura","Silver Perch",NA,6.5,3.55,NA,"8/17/23","Seine",-16.66,14.2,NA,NA,NA,NA,3.23714541,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"66","BC6-5-3-S","Bairdiella chrysoura","Silver Perch",NA,4.4,0.86,NA,"8/17/23","Seine",-17.58,14.16,NA,NA,NA,NA,3.33118066,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"67","BC7-5-3-S","Bairdiella chrysoura","Silver Perch",NA,7.7,5.26,NA,"8/17/23","Seine",-16.49,14.88,NA,NA,NA,NA,3.20259803,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"68","BC8-5-3-S","Bairdiella chrysoura","Silver Perch",NA,7,4.12,NA,"8/17/23","Seine",-16.24,15.02,NA,NA,NA,NA,3.22336361,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"69","BC9-5-3-S","Bairdiella chrysoura","Silver Perch",NA,7.3,4.37,NA,"8/17/23","Seine",-15.98,14.94,NA,NA,NA,NA,3.22391517,NA,5,3,"BenthicPredators",20,66,1007,0.0655412115193644,5.005,0.529999971389771,1.5616500377655,16.3,94,1.49471902043632,6.00017657935731
"70","CR1-2-1-S","Cynoscion regalis","Weakfish",NA,6.9,2.86,NA,"7/26/23","Seine",-16.98,14.62,NA,NA,NA,NA,3.2,NA,2,1,"BenthicPredators",2,2,1007,0.00198609731876862,5.95,0.28999999165535,1.45290005207062,68.425,3536.25,3.66015140983191,2.95662287634895
"71","CR2-2-1-S","Cynoscion regalis","Weakfish",NA,5,0.97,NA,"7/26/23","Seine",-16.96,14.58,NA,NA,NA,NA,3.3,NA,2,1,"BenthicPredators",2,2,1007,0.00198609731876862,5.95,0.28999999165535,1.45290005207062,68.425,3536.25,3.66015140983191,2.95662287634895
"72","CS1-12-1-S","Centropristis striata","Black Sea Bass",NA,NA,NA,NA,"10/4/23","Seine",-16.35,14.06,NA,NA,NA,NA,3.4,NA,12,1,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"73","CS1-12-3-S","Centropristis striata","Black Sea Bass",NA,4.2,0.92,NA,"10/4/23","Seine",-16.8,13.93,NA,NA,NA,NA,3.4,NA,12,3,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"74","CS1-12-4-S","Centropristis striata","Black Sea Bass",NA,4.6,1.35,NA,"10/4/23","Seine",-16.42,13.61,NA,NA,NA,NA,3.4,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"75","CS1-5-4-S","Centropristis striata","Black Sea Bass",NA,5.6,2.4,NA,"8/17/23","Seine",-16.03,14.23,NA,NA,NA,NA,3.2837803,NA,5,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"76","CS2-12-1-S","Centropristis striata","Black Sea Bass",NA,6.1,3.31,NA,"10/4/23","Seine",-16.3,14.99,NA,NA,NA,NA,3.3,NA,12,1,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"77","CS2-12-4-S","Centropristis striata","Black Sea Bass",NA,4.1,0.93,NA,"10/4/23","Seine",-16.69,13.45,NA,NA,NA,NA,3.4,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"78","CS2-5-4-S","Centropristis striata","Black Sea Bass",NA,5.4,2.11,NA,"8/17/23","Seine",-16.09,13.85,NA,NA,NA,NA,3.292823,NA,5,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"79","CS3-12-1-S","Centropristis striata","Black Sea Bass",NA,7.7,6.91,NA,"10/4/23","Seine",-17.05,13.9,NA,NA,NA,NA,3.3,NA,12,1,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"80","CS3-12-4-S","Centropristis striata","Black Sea Bass",NA,3.8,0.69,NA,"10/4/23","Seine",-16.47,13.75,NA,NA,NA,NA,3.4,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"81","CS4-12-4-S","Centropristis striata","Black Sea Bass",NA,4.6,1.35,NA,"10/4/23","Seine",-16.47,13.58,NA,NA,NA,NA,3.3,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"82","CS5-12-4-S","Centropristis striata","Black Sea Bass",NA,4.4,1.15,NA,"10/4/23","Seine",-16.68,13.87,NA,NA,NA,NA,3.3,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"83","CS6-12-4-S","Centropristis striata","Black Sea Bass",NA,4.6,1.34,NA,"10/4/23","Seine",-16.46,13.48,NA,NA,NA,NA,3.3,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"84","CS7-12-4-S","Centropristis striata","Black Sea Bass",NA,4.4,1.22,NA,"10/4/23","Seine",-16.48,13.74,NA,NA,NA,NA,3.4,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"85","CS8-12-4-S","Centropristis striata","Black Sea Bass",NA,7.2,5.49,NA,"10/4/23","Seine",-15.98,14,NA,NA,NA,NA,3.3,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"86","CS9-12-4-S","Centropristis striata","Black Sea Bass",NA,7.3,5.52,NA,"10/4/23","Seine",-16.69,13.16,NA,NA,NA,NA,3.2,NA,12,4,"StructureFish",28,143,190,0.752631578947368,5.05925925925926,0.360000014305115,1.03188452124596,30.7285714285714,372.4249875,2.27651208211844,4.50662795160489
"87","CSC1-2-4-S","Callinectes sapidus","Blue Crab",NA,10.5,81.3,NA,"7/26/23","Seine",-15.52,11.46,NA,NA,NA,NA,3.26717324,NA,2,4,"BlueCrabs",17,2270,2270,1,7.90588235294118,NA,NA,NA,NA,1.21,4
